Timestamp,What is the job title that best describes your role when using Xarray?,What field do you work in?,How did you hear about this survey?,How often do you use Xarray?,How many years have you been using Xarray?,How do you rate your level of Xarray proficiency?,"For your applications that use Xarray, how critical is Xarray?",Is Xarray stable enough for you?,What Xarray resources have you used for support in the last six months?,"Which of Xarray's core features are most important to you? [Label-based indexing, interpolation, groupby, reindexing, and computation]",Which of Xarray's core features are most important to you? [Reading and writing files],Which of Xarray's core features are most important to you? [Parallel computation with Dask],Which of Xarray's core features are most important to you? [Interoperability with Pandas],Which of Xarray's core features are most important to you? [Plotting],Where do you use Xarray? [Personal laptop],Where do you use Xarray? [Large workstation],Where do you use Xarray? [HPC cluster],Where do you use Xarray? [Cloud cluster],Interactive or batch? [Interactive:  I use Xarray with Jupyter or IPython when playing with data],Interactive or batch? [Batch: I use Xarray in scripts that run in the future],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 3*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 4*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Zarr*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GRIB*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GeoTIFF*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Python Pickle*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [HDF 4/5],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other Image format (PNG, JPG, TIFF, etc.)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Video (e.g. MP4)],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Database (e.g. MongoDB)],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Tensors (e.g. PyTorch, Tensorflow, NumPy)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other],"If you answered ""Other"" above, please list any additional formats:",How easy is it for you to upgrade to newer versions of Python libraries?,"What are some other libraries that you often use with Xarray? (e.g. ""dask, pandas, scikit-learn"") ",What would make Xarray even more useful for your work?,What development activities would help you most right now? [Bug fixes],What development activities would help you most right now? [More documentation],What development activities would help you most right now? [More examples in my domain],What development activities would help you most right now? [New features],What development activities would help you most right now? [Performance improvements],"What common feature requests do you care about most? [More flexible indexing (i.e. selection, alignment)]","What common feature requests do you care about most? [More flexible backend arrays (e.g. Dask, CuPy, Pint, Sparse)]","What common feature requests do you care about most? [More flexible file IO (e.g. netCDF, Zarr, DB)]",What common feature requests do you care about most? [Better physical unit support],What common feature requests do you care about most? [Better documentation / more examples from my field],"What common feature requests do you care about most? [Better interoperability with Machine Learning libraries (e.g. Scikit-learn, Tensorflow)]",Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [CuPy (GPU) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Sparse arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Dask arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Pint (unit-aware) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Other],"If you answered ""Other"" above, list any additional array types:",Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [Rewrite introductory material to be more generic (less focused on NetCDF and geoscience applications)],Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [A more modern web design],Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [Expanded set of domain-specific interactive tutorials],Xarray's documentation is due for a makeover. Rank the following set of possible changes based on your personal preferences: [Expanded set of generic examples for common workflow patterns],,
1/7/2021 3:01:34,"Domain scientist / researcher, Software engineer / developer",Geosciences,Friend,Most days,4,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (http://xarray.pydata.org/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",5 (most),4,3,1 (least),2,Most days,Most days,Most days,Regularly (~weekly),Regularly (~weekly),Most days,Occasionally (~monthly),Most days,Regularly (~weekly),Never,Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Never,,4,"dask, intake",,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Not relevant,Somewhat interested,Somewhat interested,Very interested,Very interested,Not interested,,3,4 (lowest priority),2,1 (highest priority),,
1/7/2021 3:02:49,"Domain scientist / researcher, Software engineer / developer","Geosciences, Statistics & Machine Learning",Mailing list,Regularly (~weekly),4,3,3,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),4,3,2,1 (least),Most days,Occasionally (~monthly),Most days,Occasionally (~monthly),Most days,Regularly (~weekly),Never,Most days,Occasionally (~monthly),Never,Regularly (~weekly),Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Most days,Never,,4,"scikit-learn, dask, numpy, numba, scikit-image, rasterio","- Tighter rasterio-gdal-dask integration (e.g. lazy warping)
- Support for vector data and interaction between vector and raster part of the Dataset like groupby geometry, etc  (see R stars package for example)
- Better support for Coordinate Reference System (array CRS aware, CRS IO, etc)",Critical,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Somewhat interested,Very interested,Very interested,Not interested,,,,,,,,
1/7/2021 3:04:45,Domain scientist / researcher,Geosciences,Friend,Most days,3,3,4,Yes,"Documentation (http://xarray.pydata.org/), GitHub issue trackers (reading past issues), Github Discussions",5 (most),4,3,2,1 (least),Regularly (~weekly),Never,Most days,Never,Most days,Occasionally (~monthly),,Most days,Regularly (~weekly),Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Occasionally (~monthly),Never,,4,"dask, pandas, zarr, numpy, intake",Improved unit support,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not relevant,Not relevant,Somewhat useful,Somewhat interested,Not interested,Somewhat interested,Very interested,Not interested,,3,4 (lowest priority),2,1 (highest priority),,
1/7/2021 3:24:55,Domain scientist / researcher,Geosciences,Friend,Most days,6,3,4,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",5 (most),3,4,1 (least),2,Occasionally (~monthly),Never,Regularly (~weekly),Most days,Most days,Regularly (~weekly),Occasionally (~monthly),Most days,Most days,Regularly (~weekly),Regularly (~weekly),Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,,,3,"dask, pandas, intake, hvplot, geoviews, panel, datashader, rasterio","More support for 2D coordinates, interpolation integration, more/better options for dealing with lots of netcdf files",Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very interested,Somewhat interested,Very interested,Somewhat interested,,,3,4 (lowest priority),1 (highest priority),2,,
1/7/2021 5:31:38,Domain scientist / researcher,Geosciences,Mailing list,Never,0,0,0,Yes,Tutorials (https://xarray-contrib.github.io/xarray-tutorial/),3,5 (most),2,1 (least),4,Never,Never,Never,Never,Never,Never,Most days,Occasionally (~monthly),,,,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),,,Occasionally (~monthly),Occasionally (~monthly),ascii file data,1,n/a,n/a,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Critical,Somewhat useful,Very useful,Somewhat useful,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,,4 (lowest priority),3,1 (highest priority),2,,
1/7/2021 5:37:22,"Student, PhD student",Geosciences,Twitter,Regularly (~weekly),2,2,3,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",3,4,5 (most),1 (least),2,Regularly (~weekly),Never,Occasionally (~monthly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,4,dask,,Somewhat useful,Somewhat useful,Not relevant,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant,Not relevant,Not relevant,Not relevant,Not interested,Not interested,Very interested,Somewhat interested,,,4 (lowest priority),3,2,1 (highest priority),,
1/7/2021 5:48:48,"Educator, Domain scientist / researcher",Geosciences,Mailing list,Regularly (~weekly),2,2,3,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/)",4,5 (most),3,2,1 (least),Regularly (~weekly),Never,Regularly (~weekly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Never,Never,Occasionally (~monthly),Never,Never,Never,Never,,,3,"dask, matplotlib","sometimes I don't get my numpy code to work with xarray/dask, but I think this is not the fault of xarray/dask but due to the many things I still don't quite get in xarray (e.g., how to implement my own functions properly)",Somewhat useful,Critical,Critical,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Somewhat useful,Not relevant,Critical,Somewhat useful,Not interested,Not interested,Very interested,Not interested,,,3,4 (lowest priority),2,1 (highest priority),,
1/7/2021 5:51:08,"Domain scientist / researcher, Data scientist, Software engineer / developer","Biosciences, Statistics & Machine Learning",Mailing list,Regularly (~weekly),2,3,4,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue)",5 (most),1 (least),2,3,4,Regularly (~weekly),Regularly (~weekly),Never,Never,Regularly (~weekly),Regularly (~weekly),Never,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Never,,,3,pandad,pep 472,Not relevant,Somewhat useful,Very useful,Critical,Somewhat useful,Critical,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Somewhat interested,Not interested,Somewhat interested,Somewhat interested,,,1 (highest priority),4 (lowest priority),3,2,,
1/7/2021 6:11:50,Domain scientist / researcher,Geosciences,Mailing list,Regularly (~weekly),3,2,4,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),3,2,4,1 (least),Most days,,,,Most days,Occasionally (~monthly),Regularly (~weekly),Most days,Never,Regularly (~weekly),Never,Occasionally (~monthly),,Regularly (~weekly),Never,Never,Never,Never,,4,pandas matplotlib numpy,additional and improved tutorials and documentation,Somewhat useful,Critical,Very useful,Somewhat useful,Somewhat useful,Very useful,Not relevant,Somewhat useful,Not relevant,Critical,Somewhat useful,Not interested,Not interested,Not interested,Not interested,,,4 (lowest priority),3,2,1 (highest priority),,
1/7/2021 6:21:58,Data scientist,Geosciences,Twitter,Most days,2,3,4,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/)",5 (most),4,1 (least),2,3,Most days,Most days,,,Most days,Most days,Most days,Most days,,Occasionally (~monthly),Never,Occasionally (~monthly),Regularly (~weekly),Most days,Occasionally (~monthly),Never,Occasionally (~monthly),,,4,"pandas,scikit-learn",Reading files and indexing-grouby,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Critical,Somewhat useful,Very useful,Very useful,Not interested,Not interested,Somewhat interested,Somewhat interested,,,3,4 (lowest priority),1 (highest priority),2,,
1/7/2021 6:24:18,Domain scientist / researcher,Geosciences,Twitter,Most days,2,3,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",4,5 (most),1 (least),2,3,Most days,Occasionally (~monthly),Never,Occasionally (~monthly),Most days,Most days,,Most days,Occasionally (~monthly),Never,Never,Never,Never,Most days,Never,Never,Never,,,4,"matplotlib, pandas, scipy, numpy, cartopy",,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Not relevant,Not relevant,Not relevant,Not relevant,Very useful,Not relevant,Not interested,Not interested,Somewhat interested,Somewhat interested,,,4 (lowest priority),3,2,1 (highest priority),,
1/7/2021 6:25:49,Student,Geosciences,Twitter,Most days,1,1,2,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag",2,3,,1 (least),,Most days,Never,Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Most days,Never,Occasionally (~monthly),Never,Never,Never,Most days,Occasionally (~monthly),Never,Never,Never,,2,"Pandas, Numpy",A better understandable documentation! ,Very useful,Critical,Critical,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,4 (lowest priority),3,2,1 (highest priority),,
1/7/2021 7:21:28,"Student, Domain scientist / researcher",Geosciences,Friend,Most days,2,2,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),4,3,1 (least),2,Occasionally (~monthly),,Most days,,Most days,Never,Never,Most days,Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,,3,"dask, pandas, matplotlib, scipy, xesmf, intake, intake_esm","Weighted spatial statistics on a lon-lat grid like cdo or the python package iris (https://scitools.org.uk/iris/docs/latest/#) offers. I know weight functions have been added, but cdo automaticvally infers the grid areas from the lat-lon coordinates and applies the cell area as weights. This might be only specific to geosciences, but would be the last big missing thing to me.",Not relevant,Somewhat useful,Very useful,Very useful,Somewhat useful,Not relevant,Not relevant,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not interested,Not interested,Very interested,Somewhat interested,Not interested,,3,4 (lowest priority),2,1 (highest priority),,
1/7/2021 7:38:58,"Student, Data scientist",Geosciences,Friend,Most days,2,3,2,Yes,"Documentation (http://xarray.pydata.org/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",4,5 (most),1 (least),3,2,Occasionally (~monthly),Never,Most days,Never,Most days,Regularly (~weekly),Never,Most days,Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,,4,"dask, pandas, matplotlib, cartopy, cdo",,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Not relevant,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat interested,Not interested,Somewhat interested,Not interested,,,4 (lowest priority),3,1 (highest priority),2,,
1/7/2021 7:47:26,Domain scientist / researcher,"Statistics & Machine Learning, energy",Mailing list,Regularly (~weekly),2,3,3,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",3,5 (most),4,2,1 (least),Occasionally (~monthly),Regularly (~weekly),Never,Never,Occasionally (~monthly),Regularly (~weekly),Never,Most days,Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,,4,"dask, pandas",,"Not relevant, Somewhat useful",Somewhat useful,Very useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Not relevant,Very useful,Very useful,Not interested,Not interested,Somewhat interested,Not interested,Not interested,,4 (lowest priority),3,2,1 (highest priority),,
1/7/2021 7:47:39,Software engineer / developer,Biosciences,Mailing list,Occasionally (~monthly),3,1,1,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), GitHub issue trackers (reading past issues)",3,5 (most),4,2,1 (least),Occasionally (~monthly),Occasionally (~monthly),Never,,Occasionally (~monthly),Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,,2,"dask, scikit-image",Multiscale image support,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very interested,Very interested,Very interested,Not interested,Not interested,,4 (lowest priority),1 (highest priority),2,3,,
1/7/2021 8:05:39,Domain scientist / researcher,Geosciences,Friend,Regularly (~weekly),2,2,3,Yes,"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), GitHub issue trackers (raising a new issue)",5 (most),4,3,1 (least),2,Regularly (~weekly),Occasionally (~monthly),Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Never,Never,Most days,Never,Never,Never,Never,Never,,3,"numpy, scipy, h5py",,Very useful,Very useful,Somewhat useful,Not relevant,Not relevant,Very useful,Somewhat useful,Somewhat useful,Not relevant,Somewhat useful,Not relevant,Not interested,Not interested,Not interested,Somewhat interested,,,1 (highest priority),2,4 (lowest priority),3,,
1/7/2021 8:37:23,"Domain scientist / researcher, Software engineer / developer",Geosciences,Friend,Most days,2,3,4,Yes,"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),2,4,3,1 (least),Most days,Most days,Regularly (~weekly),,Most days,Most days,,Most days,,,,,,,,,,,,4,"dask, pandas, numpy, scipy","Extending interpolation to work with splines and irregular grid intervals in a way that is dask friendly.
More tutorials on sparse data use in Xarray.",Very useful,Very useful,Somewhat useful,Somewhat useful,Critical,Very useful,Critical,Critical,Somewhat useful,Somewhat useful,Somewhat useful,Not interested,Very interested,Very interested,Somewhat interested,,,4 (lowest priority),1 (highest priority),3,2,,
1/7/2021 8:38:53,"Educator, Domain scientist / researcher",Geosciences,Mailing list,Most days,3,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),3,4,2,1 (least),Never,Most days,Regularly (~weekly),Never,Most days,Never,Occasionally (~monthly),Most days,Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Never,Occasionally (~monthly),,,4,"Pandas, numpy, dask, scipy, scikit-learn",Better examples and documentation ,Critical,Critical,Critical,Very useful,Very useful,Critical,Somewhat useful,Somewhat useful,Somewhat useful,Critical,Very useful,Not interested,Not interested,Very interested,Not interested,,,2,1 (highest priority),3,4 (lowest priority),,
1/7/2021 8:41:19,Domain scientist / researcher,Geosciences,Twitter,Regularly (~weekly),3,2,2,Yes,"Documentation (http://xarray.pydata.org/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",4,3,5 (most),1 (least),2,Regularly (~weekly),Occasionally (~monthly),Never,Never,Never,Occasionally (~monthly),Occasionally (~monthly),Most days,Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,,3,"matplotlib, cartopy, dask, pandas",,Somewhat useful,Not relevant,Not relevant,Somewhat useful,Somewhat useful,Very useful,Not relevant,Somewhat useful,Very useful,Not relevant,Not relevant,Not interested,Not interested,Very interested,Somewhat interested,Not interested,,,,,,,
1/7/2021 8:45:21,"Domain scientist / researcher, Software engineer / developer",Climatology,Software Underground Slack,Most days,2,1,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (http://xarray.pydata.org/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",1 (least),2,3,5 (most),4,Most days,Occasionally (~monthly),Most days,Never,Regularly (~weekly),Most days,Never,Most days,Never,Occasionally (~monthly),Regularly (~weekly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,,,2,"dask, pandas, geopandas, scikit-learn, rasterio, matplotlib, shapely, cf-grib",,Critical,Very useful,Critical,Somewhat useful,Very useful,Very useful,Very useful,Critical,"Somewhat useful, Very useful",Critical,Not relevant,Not interested,Somewhat interested,Very interested,Very interested,,,4 (lowest priority),3,1 (highest priority),2,,
1/7/2021 8:53:30,Domain scientist / researcher,Geosciences,Friend,Most days,2,4,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (http://xarray.pydata.org/), Tutorials (https://xarray-contrib.github.io/xarray-tutorial/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",5 (most),4,3,2,1 (least),Most days,Most days,Occasionally (~monthly),Occasionally (~monthly),Most days,Regularly (~weekly),Regularly (~weekly),Most days,Regularly (~weekly),Never,Occasionally (~monthly),Never,Regularly (~weekly),Never,Never,Never,Never,Occasionally (~monthly),OpenDap links,3,"dask, numba, xclim",,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not relevant,Not interested,Somewhat interested,Very interested,Very interested,Not interested,,1 (highest priority),4 (lowest priority),2,3,,
